('maxis', 0.006907894736842104)
('pixar', 0.006578947368421052)
('psinet', 0.006578947368421052)
('spyglass', 0.006578947368421052)
('horno', 0.005263157894736842)
('microondas', 0.005263157894736842)
('monitor', 0.005263157894736842)
('paralizar', 0.005098684210526316)
('pasatiempo', 0.005098684210526316)
('cañaveral', 0.004934210526315789)
('pared', 0.004934210526315789)
('relevancia', 0.004934210526315789)
('compacto', 0.004769736842105263)
('ip', 0.004769736842105263)
('salcedo', 0.004769736842105262)
('científico', 0.004605263157894737)
('desfase', 0.004605263157894736)
('nexo', 0.004605263157894736)
('automática', 0.0044407894736842105)
('televisor', 0.0044407894736842105)
('efervescencia', 0.0042763157894736845)
('apelación', 0.004276315789473684)
('exportadora', 0.004276315789473684)
('genio', 0.004276315789473684)
('música', 0.004276315789473684)
('patinar', 0.004276315789473684)
('cinescopios', 0.004194078947368421)
('enterado', 0.0041118421052631585)
('ane', 0.004111842105263158)
('n$', 0.004111842105263158)
('treinta', 0.004111842105263158)
('canaco', 0.003947368421052632)
('coparmex', 0.003947368421052632)
('dispersar', 0.003947368421052632)
('inverlat', 0.003947368421052632)
('peligrosamente', 0.003947368421052632)
('sometimientos', 0.003947368421052632)
('httpwwwexcelsiorcommxfinhtml', 0.003937088815789474)
('illinois', 0.0037828947368421057)
('ahogar', 0.0037828947368421053)
('interesante', 0.0037828947368421053)
('vigoroso', 0.0037828947368421053)
('catorcena', 0.003782894736842105)
('maestra', 0.003782894736842105)
('multiplicar', 0.003782894736842105)
('atractivo', 0.003618421052631579)
('clave', 0.003618421052631579)
('crediticia', 0.003618421052631579)
('escolarización', 0.003618421052631579)
('exportadores', 0.003618421052631579)
('impresionante', 0.003618421052631579)
('inegi', 0.003618421052631579)
('labastida', 0.003618421052631579)
('romovale', 0.003618421052631579)
('subempleo', 0.003618421052631579)
('asfixiar', 0.0036184210526315785)
('formulación', 0.0036184210526315785)
('inyectar', 0.0036184210526315785)
('equivalente', 0.003577302631578947)
('embate', 0.003536184210526316)
('adverso', 0.003453947368421053)
('boom', 0.003453947368421053)
('fluctuar', 0.003453947368421053)
('inscribir', 0.003453947368421053)
('metereológicas', 0.003453947368421053)
('resistir', 0.003453947368421053)
('$ge', 0.0034539473684210525)
('ahuyentar', 0.0034539473684210525)
('canacintra', 0.0034539473684210525)
('prerrequisito', 0.0034539473684210525)
('retirar', 0.0034539473684210525)
('cárnico', 0.003453947368421052)
('fácilmente', 0.003453947368421052)
('impotencia', 0.003453947368421052)
('sintonizadores', 0.003453947368421052)
('empresa', 0.0033968144044321316)
('moratoria', 0.0033717105263157895)
('medular', 0.0032894736842105266)
('metodologías', 0.0032894736842105266)
('orinda', 0.0032894736842105266)
('redondo', 0.0032894736842105266)
('bimestre', 0.003289473684210526)
('cobarde', 0.003289473684210526)
('colegiatura', 0.003289473684210526)
('contexto', 0.003289473684210526)
('desocupación', 0.003289473684210526)
('doug', 0.003289473684210526)
('fundar', 0.003289473684210526)
('hielo', 0.003289473684210526)
('lectora', 0.003289473684210526)
('liberación', 0.003289473684210526)
('microfilms', 0.003289473684210526)
('pavimento', 0.003289473684210526)
('pánico', 0.003289473684210526)
('tronar', 0.003289473684210526)
