('gobierno', 0.9999999999999999)
('hacer', 0.3999268688228898)
('decir', 0.3901216216588042)
('año', 0.3781311580097955)
('dos', 0.3720612939728242)
('último', 0.36359953830242814)
('sólo', 0.3588053767171598)
('hectárea', 0.3509297501475461)
('país', 0.34261402203712127)
('total', 0.34020950598554606)
('mil', 0.34001076514754053)
('méxico', 0.3381400200179056)
('millón', 0.33571644172939347)
('parte', 0.3312418079557833)
('ex', 0.32651368118623103)
('empresa', 0.3256714124816036)
('peso', 0.3255694030807265)
('poder', 0.32377619789935785)
('municipio', 0.3153350014988339)
('tres', 0.31524669923184506)
('política', 0.31440757040344747)
('predio', 0.31167078316718655)
('pues', 0.31042347841206513)
('público', 0.30679847292150525)
('aproximadamente', 0.3067952032162327)
('recibir', 0.3036867623148398)
('pasado', 0.30187910301534676)
('económico', 0.2998512165821596)
('además', 0.29790705570034554)
('tierra', 0.29720233858727524)
('recurso', 0.29296179637235104)
('trabajador', 0.291657288865897)
('dar', 0.28876869322134796)
('cuenta', 0.28604712394958964)
('embargo', 0.2853372315267499)
('problema', 0.28517105106066964)
('señalar', 0.2830889685372594)
('deber', 0.2809080084852538)
('compra', 0.28043005112848074)
('mayor', 0.2798533641590346)
('terminar', 0.2788042490060729)
('ser', 0.2757444417817254)
('cinco', 0.2742731242769242)
('estatal', 0.26773974834090564)
('alrededor', 0.26721105374358306)
('encontrar', 0.26630263901839707)
('mes', 0.2645558711283496)
('propiedad', 0.2636085452977024)
('mientras', 0.2635165211608038)
('destinar', 0.2609306785656828)
('si', 0.26084142830526624)
('recuperación', 0.2595644888495802)
('seis', 0.2585756779655973)
('tiempo', 0.2559353790073397)
('sindicato', 0.25536925350637113)
('autoridad', 0.2551847185176761)
('cumplir', 0.25408920621583514)
('ello', 0.2530414457519219)
('cuatro', 0.251027063700085)
('precio', 0.25052459248696024)
('privado', 0.249877413569201)
('promedio', 0.24970883294828453)
('entregar', 0.24884676365690248)
('casi', 0.24830828880786543)
('banco', 0.248190894326518)
('organización', 0.24765794690310985)
('ruta', 0.2474692466060064)
('pagar', 0.2468541169394505)
('sector', 0.24633527044259515)
('secretario', 0.24557675307968474)
('líder', 0.24461942308047518)
('institución', 0.24451932108364663)
('reforma', 0.24343442193308235)
('razón', 0.24240456011185427)
('suma', 0.24155090466854232)
('ir', 0.24013417160040426)
('castellano', 0.23819742074565126)
('comprar', 0.2381974207456512)
('seguir', 0.23747086368087358)
('indicar', 0.2373202638155959)
('presentar', 0.23691407308196064)
('ver', 0.23690569496337807)
('cuales', 0.2361377007228343)
('capitalino', 0.23579886751315857)
('ezln', 0.23499570893410227)
('lograr', 0.23470670968581972)
('dólar', 0.23431510948246723)
('pérdida', 0.23248088477640852)
('dinero', 0.23229424135270127)
('meta', 0.23204822015270038)
('inflación', 0.23173994814369017)
('suponer', 0.2313803903351161)
('presidente', 0.23089824192346559)
('mexicana', 0.2308980075088878)
('llegar', 0.2306670386663505)
('hoy', 0.23054556618889768)
