('gobierno', 0.9999999999999999)
('hacer', 0.3831418029480061)
('decir', 0.378679487681464)
('año', 0.3693872871392074)
('dos', 0.36868483585504885)
('último', 0.35989243968879725)
('sólo', 0.3547948510571528)
('hectárea', 0.35236037063355974)
('país', 0.34154765807303594)
('mil', 0.33990822351464167)
('total', 0.3378288160907091)
('millón', 0.33642344307233407)
('méxico', 0.33275817701348104)
('ex', 0.3263746098153939)
('peso', 0.32592082725126714)
('empresa', 0.32264860661436234)
('poder', 0.32259153002173796)
('parte', 0.32164292680956164)
('municipio', 0.31662051437687205)
('política', 0.3146299423869452)
('predio', 0.31294135828116143)
('tres', 0.31262405148816)
('pues', 0.3102526139970115)
('aproximadamente', 0.30529549241780785)
('recibir', 0.3049247893083225)
('pasado', 0.30129473229274717)
('económico', 0.29899723766241254)
('tierra', 0.29841393080450773)
('público', 0.297867492245936)
('además', 0.297655238843314)
('trabajador', 0.29059361215310126)
('recurso', 0.28620460278131216)
('problema', 0.28505532085493934)
('señalar', 0.28424302537508406)
('dar', 0.28372653136715653)
('embargo', 0.28294144191532555)
('cuenta', 0.2822857250618794)
('compra', 0.2800913038991466)
('mayor', 0.2798234212512531)
('deber', 0.27961115547030957)
('terminar', 0.27371993098639175)
('ser', 0.2735881243519179)
('cinco', 0.2729755292863611)
('estatal', 0.2688312316612443)
('encontrar', 0.26584266683566954)
('alrededor', 0.26514390667749954)
('propiedad', 0.2646831871171338)
('destinar', 0.26199440363894483)
('mes', 0.26035687073446184)
('recuperación', 0.2585704976283723)
('si', 0.25814265564222605)
('seis', 0.2572478777137632)
('mientras', 0.25701690187719933)
('tiempo', 0.2554846775123457)
('sindicato', 0.2543256699144154)
('ello', 0.25407300912308384)
('cumplir', 0.252906562330876)
('autoridad', 0.25280868568799286)
('promedio', 0.2507268103976293)
('entregar', 0.24986122674478856)
('cuatro', 0.24971661498499506)
('privado', 0.24930812840161004)
('precio', 0.24922750015844017)
('casi', 0.2474599555485465)
('organización', 0.24736563917525012)
('sector', 0.2473394950322024)
('secretario', 0.2465778854536052)
('ruta', 0.24577724518019564)
('pagar', 0.24558650754471817)
('razón', 0.24339276054072456)
('institución', 0.2432841777358676)
('suma', 0.2425356250363329)
('reforma', 0.24172597190799466)
('líder', 0.24130758866434227)
('ir', 0.2395675195321441)
('comprar', 0.2391684701072146)
('castellano', 0.23916847010721456)
('banco', 0.23787528894781404)
('lograr', 0.23566352861308432)
('indicar', 0.2348591367717476)
('dólar', 0.23462926841482362)
('cuales', 0.23437506189343602)
('capitalino', 0.23375478811102537)
('meta', 0.23299420132800366)
('seguir', 0.23155329191524662)
('economía', 0.23103442669455734)
('inflación', 0.2310344266945573)
('mexicana', 0.23039930401083367)
('llegar', 0.2303134932081824)
('presidente', 0.23029393813089982)
('dinero', 0.22937534880695074)
('presentar', 0.22878384543119124)
('según', 0.22867165102369041)
('pérdida', 0.22866478019001174)
('hoy', 0.22808122418241533)
('ver', 0.22796227536488237)
('exigir', 0.22766302818855721)
('agrario', 0.22555029457096473)
('calcular', 0.22518867455552247)
('afirmar', 0.223581721892061)
('primero', 0.2230554616698823)
('empleo', 0.2230392156862745)
('realizar', 0.2224072864233209)
('liberación', 0.22232432294997187)
('desarticulado', 0.22232432294997181)
('situación', 0.22189363064523349)
('suponer', 0.2217110133044349)
('haber', 0.22171101330443485)
('detectar', 0.22146960554698947)
('ezln', 0.2214334779500913)
('control', 0.2206665548462219)
('requerir', 0.2205959547823282)
('proyecto', 0.22059595478232816)
('director', 0.2196773502360655)
('sociedad', 0.21938172723813915)
('político', 0.21804947707958725)
('mercado', 0.2176165810022669)
('generar', 0.21703012722792073)
('social', 0.21700973078231758)
('fluctuar', 0.21693045781865614)
('banca', 0.21680221041884595)
('salir', 0.21602490122866067)
('vida', 0.21546518930749717)
('perder', 0.2152980219718773)
('indemnizaciones', 0.21423980211542745)
('trimestre', 0.2142094879066614)
('desarrollo', 0.21420948790666136)
('ayudar', 0.21392924082774636)
('programa', 0.21297786512095032)
('manejar', 0.2129480803654791)
('considerar', 0.21235414505937367)
('desfase', 0.2122186719067913)
('fábrica', 0.2122186719067913)
('venta', 0.21209697990073753)
('tomar', 0.21170901270423478)
('ésta', 0.21168447139674657)
('ciudad', 0.21088927897851875)
('ayer', 0.21063815662699698)
('grande', 0.2101607230146676)
('lado', 0.20988230137669409)
('acuerdo', 0.20895651690034536)
('tope', 0.2088501215590645)
('sistema', 0.20869337882195615)
('fondo', 0.2083975469875719)
('federal', 0.20818232418279706)
('integral', 0.20740744481552964)
('semana', 0.20735937360975024)
('abarcar', 0.20722745704719817)
('apoyar', 0.20712476242914313)
('ascender', 0.20675742062602032)
('general', 0.20664347329268887)
('trabajo', 0.2065584872832163)
('mano', 0.20642295167589558)
('vender', 0.20633718617768537)
('mantener', 0.2063328445676823)
('forma', 0.20612536234204848)
('regularización', 0.2061156474669474)
('querer', 0.20562722107556655)
('sino', 0.20551130405695497)
('retener', 0.2052645124581854)
('ahora', 0.20522747004710407)
('momento', 0.20521281506095235)
('septiembre', 0.20460464150721167)
('unitario', 0.2045239970259654)
('invasión', 0.20450637299022692)
('empresario', 0.20400282329239847)
('planta', 0.20365456985672925)
('dentro', 0.20339713447236854)
('irregularidad', 0.2028815142095692)
('representar', 0.20256366361005135)
('mismo', 0.20253490626261048)
('secretaría', 0.20226267880404583)
('pantelhó', 0.20211302086361077)
('derramar', 0.20211302086361074)
('ésto', 0.20211302086361074)
('deuda', 0.20194631637870797)
('orden', 0.20116439240341302)
('oferta', 0.2010401632785282)
('empleado', 0.20021335868095164)
('propio', 0.20017000379001623)
('provocar', 0.2000816826662603)
('unido', 0.20008168266626028)
('disponer', 0.19997784301771293)
('investigación', 0.19945313910385587)
('chiapas', 0.19935287087206507)
('industria', 0.19908432514055993)
('continuar', 0.19906904071737577)
('día', 0.19885982464200394)
('similar', 0.19885793000812463)
('belén', 0.19885291966710147)
('cada', 0.19857137527098545)
('pueblo', 0.19848842031865274)
('medio', 0.19817636030895017)
('existir', 0.19813262211890398)
('crecer', 0.19778202755939056)
('ciento', 0.19770944558036074)
('finanzas', 0.19706019534202052)
('persona', 0.19668850135532964)
('enfrentar', 0.1964129141353794)
('dirigente', 0.1962062413387288)
('demanda', 0.19548747212417705)
('pago', 0.19543023059838854)
('caso', 0.19525472070164754)
('papel', 0.19495394662456644)
('valorar', 0.1949169761888332)
('crédito', 0.1946342762347954)
('tecnología', 0.1944165327265265)
('aún', 0.19433353512921278)
('gastar', 0.1942243601130851)
('pobre', 0.19410774385513066)
('circulante', 0.19406057880915314)
('marzo', 0.1939754265662503)
('oficial', 0.19325701188414948)
('saúl', 0.19308582308458777)
('voluntad', 0.19282707361658322)
('mundo', 0.19243837518303183)
('primer', 0.19218974304039607)
('dato', 0.19213375785233822)
('deprimente', 0.19200736982043023)
('guyamusaj', 0.19200736982043023)
('decidir', 0.19149661233039886)
('guerrero', 0.1914103733721941)
('partido', 0.19118914955354052)
('cometido', 0.19117647058823525)
('inversión', 0.1906848135678455)
('aquí', 0.19052466523879247)
('hacienda', 0.1904765552050663)
('importante', 0.190080964839929)
('diciembre', 0.18999014891433708)
('comparación', 0.18981415059132412)
('denominar', 0.18981415059132412)
('vez', 0.18981285414841773)
('punto', 0.18903781134378128)
('obligación', 0.18878403798495133)
('citadino', 0.1886388194727034)
('colocar', 0.1886388194727034)
('asir', 0.1884624274091863)
('negociación', 0.1882787164361539)
('prado', 0.18786728732554486)
('cambio', 0.18786728732554484)
('advertir', 0.18748505440195298)
('leche', 0.18691605444209344)
('levantamiento', 0.18670401120373464)
('invadir', 0.18627450980392155)
('fin', 0.18578065650830605)
('resultado', 0.18536682477861777)
('principal', 0.18536682477861774)
('hormiga', 0.18534987230478114)
('diez', 0.1852897555815485)
('optar', 0.18523964340873708)
('producto', 0.18522439922952283)
('estimación', 0.18498501834898587)
